period,date,region,trust_name,ae_type,total_attendances,within_4hrs,breaches_over_4hrs,pct_within_4hrs,emergency_admissions,avg_wait_minutes,over_12hr_waits
2024-01,2024-01-01,South East,Oxford University Hospitals,Type 1 - Major A&E,18743,10069,8674,53.7,4416,290,51
2024-01,2024-01-01,South East,Oxford University Hospitals,Type 2 - Specialist,2365,1778,587,75.2,735,139,0
2024-01,2024-01-01,South East,Oxford University Hospitals,Type 3 - Minor Injuries,1462,877,585,59.9,232,226,0
2024-01,2024-01-01,South East,Brighton and Sussex,Type 1 - Major A&E,18688,13310,5378,71.2,5877,143,778
2024-01,2024-01-01,South East,Brighton and Sussex,Type 2 - Specialist,3397,2063,1334,60.7,886,235,0
2024-01,2024-01-01,South East,Brighton and Sussex,Type 3 - Minor Injuries,3448,2261,1187,65.6,862,190,0
2024-01,2024-01-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,11341,6446,4895,56.8,2699,279,124
2024-01,2024-01-01,South East,Royal Surrey NHS Foundation Trust,Type 2 - Specialist,1411,715,696,50.6,327,307,0
2024-01,2024-01-01,South East,Royal Surrey NHS Foundation Trust,Type 3 - Minor Injuries,4180,2398,1782,57.4,1242,264,0
2024-01,2024-01-01,South East,East Kent Hospitals,Type 1 - Major A&E,13620,9509,4111,69.8,4186,202,406
2024-01,2024-01-01,South East,East Kent Hospitals,Type 2 - Specialist,2082,1597,485,76.7,553,148,0
2024-01,2024-01-01,South East,East Kent Hospitals,Type 3 - Minor Injuries,4159,2648,1511,63.6,1395,200,0
2024-01,2024-01-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,7853,4480,3373,57.0,1455,271,311
2024-01,2024-01-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 2 - Specialist,4933,3575,1358,72.5,918,171,0
2024-01,2024-01-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 3 - Minor Injuries,1885,1191,694,63.2,289,245,0
2024-01,2024-01-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,18879,14424,4455,76.4,3808,127,65
2024-01,2024-01-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 2 - Specialist,3489,2308,1181,66.1,813,222,0
2024-01,2024-01-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 3 - Minor Injuries,4125,2538,1587,61.5,1106,253,0
2024-01,2024-01-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,7515,5721,1794,76.1,2398,131,65
2024-01,2024-01-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 2 - Specialist,775,503,272,64.9,153,230,0
2024-01,2024-01-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 3 - Minor Injuries,1704,1367,337,80.2,519,89,0
2024-01,2024-01-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,14596,7503,7093,51.4,4252,282,24
2024-01,2024-01-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 2 - Specialist,1584,1195,389,75.4,442,138,0
2024-01,2024-01-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 3 - Minor Injuries,2054,1251,803,60.9,465,225,0
2024-01,2024-01-01,South West,University Hospitals Bristol,Type 1 - Major A&E,6700,4943,1757,73.8,1467,143,122
2024-01,2024-01-01,South West,University Hospitals Bristol,Type 2 - Specialist,3092,1931,1161,62.4,513,216,0
2024-01,2024-01-01,South West,University Hospitals Bristol,Type 3 - Minor Injuries,1870,1441,429,77.0,648,126,0
2024-01,2024-01-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,15913,11519,4394,72.4,3215,146,236
2024-01,2024-01-01,South West,Royal Devon University Healthcare,Type 2 - Specialist,2978,1879,1099,63.1,598,244,0
2024-01,2024-01-01,South West,Royal Devon University Healthcare,Type 3 - Minor Injuries,4542,3155,1387,69.4,1056,178,0
2024-01,2024-01-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,13994,7696,6298,55.0,3580,252,405
2024-01,2024-01-01,South West,Plymouth Hospitals NHS Trust,Type 2 - Specialist,2633,1722,911,65.4,854,178,0
2024-01,2024-01-01,South West,Plymouth Hospitals NHS Trust,Type 3 - Minor Injuries,2629,1459,1170,55.5,526,267,0
2024-01,2024-01-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,13372,7327,6045,54.8,3296,292,255
2024-01,2024-01-01,East of England,Cambridge University Hospitals,Type 2 - Specialist,2883,2235,648,77.5,891,156,0
2024-01,2024-01-01,East of England,Cambridge University Hospitals,Type 3 - Minor Injuries,3353,2506,847,74.7,747,142,0
2024-01,2024-01-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,5544,2914,2630,52.6,1157,303,307
2024-01,2024-01-01,East of England,Norfolk and Norwich,Type 2 - Specialist,4130,3021,1109,73.1,1251,162,0
2024-01,2024-01-01,East of England,Norfolk and Norwich,Type 3 - Minor Injuries,4651,3565,1086,76.6,1079,131,0
2024-01,2024-01-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,15158,8079,7079,53.3,3902,250,633
2024-01,2024-01-01,East of England,Addenbrookes Hospital Trust,Type 2 - Specialist,3422,2503,919,73.1,917,175,0
2024-01,2024-01-01,East of England,Addenbrookes Hospital Trust,Type 3 - Minor Injuries,3446,2580,866,74.8,668,156,0
2024-02,2024-02-01,London,Barts Health NHS Trust,Type 1 - Major A&E,14583,9222,5361,63.2,3140,217,754
2024-02,2024-02-01,London,Barts Health NHS Trust,Type 2 - Specialist,2894,1415,1479,48.9,908,308,0
2024-02,2024-02-01,London,Barts Health NHS Trust,Type 3 - Minor Injuries,2181,1347,834,61.7,395,215,0
2024-02,2024-02-01,London,Imperial College Healthcare,Type 1 - Major A&E,14418,7840,6578,54.4,2287,245,580
2024-02,2024-02-01,London,Imperial College Healthcare,Type 2 - Specialist,700,335,365,47.7,172,294,0
2024-02,2024-02-01,London,Imperial College Healthcare,Type 3 - Minor Injuries,2391,1216,1175,50.8,629,293,0
2024-02,2024-02-01,London,Kings College Hospital,Type 1 - Major A&E,18572,12038,6534,64.8,3091,234,873
2024-02,2024-02-01,London,Kings College Hospital,Type 2 - Specialist,2984,1760,1224,59.0,471,244,0
2024-02,2024-02-01,London,Kings College Hospital,Type 3 - Minor Injuries,1666,1136,530,68.1,419,172,0
2024-02,2024-02-01,London,Guy's and St Thomas',Type 1 - Major A&E,9268,4581,4687,49.4,1976,289,670
2024-02,2024-02-01,London,Guy's and St Thomas',Type 2 - Specialist,1877,888,989,47.3,614,303,0
2024-02,2024-02-01,London,Guy's and St Thomas',Type 3 - Minor Injuries,961,594,367,61.8,190,218,0
2024-02,2024-02-01,London,University College London Hospitals,Type 1 - Major A&E,8633,4543,4090,52.6,1496,286,353
2024-02,2024-02-01,London,University College London Hospitals,Type 2 - Specialist,4175,2629,1546,63.0,1082,238,0
2024-02,2024-02-01,London,University College London Hospitals,Type 3 - Minor Injuries,3024,1862,1162,61.5,561,220,0
2024-02,2024-02-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,4867,3226,1641,66.3,1345,215,136
2024-02,2024-02-01,North West,Manchester University NHS Foundation Trust,Type 2 - Specialist,1944,1545,399,79.5,537,148,0
2024-02,2024-02-01,North West,Manchester University NHS Foundation Trust,Type 3 - Minor Injuries,1654,1054,600,63.7,457,193,0
2024-02,2024-02-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,15475,10560,4915,68.2,3715,216,241
2024-02,2024-02-01,North West,Liverpool University Hospitals,Type 2 - Specialist,2520,1761,759,69.9,405,154,0
2024-02,2024-02-01,North West,Liverpool University Hospitals,Type 3 - Minor Injuries,1017,551,466,54.1,184,281,0
2024-02,2024-02-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,9632,5013,4619,52.0,1449,316,434
2024-02,2024-02-01,North West,Lancashire Teaching Hospitals,Type 2 - Specialist,4602,2248,2354,48.8,1105,277,0
2024-02,2024-02-01,North West,Lancashire Teaching Hospitals,Type 3 - Minor Injuries,4997,3617,1380,72.4,1048,166,0
2024-02,2024-02-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,15534,12060,3474,77.6,2658,137,157
2024-02,2024-02-01,North West,Bolton NHS Foundation Trust,Type 2 - Specialist,4770,2498,2272,52.3,1381,293,0
2024-02,2024-02-01,North West,Bolton NHS Foundation Trust,Type 3 - Minor Injuries,3430,2172,1258,63.3,834,216,0
2024-02,2024-02-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,7410,5134,2276,69.3,2522,189,222
2024-02,2024-02-01,Midlands,University Hospitals Birmingham,Type 2 - Specialist,4900,3246,1654,66.2,1702,228,0
2024-02,2024-02-01,Midlands,University Hospitals Birmingham,Type 3 - Minor Injuries,4720,3026,1694,64.1,1353,187,0
2024-02,2024-02-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,18176,12163,6013,66.9,6356,178,425
2024-02,2024-02-01,Midlands,Nottingham University Hospitals,Type 2 - Specialist,3650,2282,1368,62.5,582,199,0
2024-02,2024-02-01,Midlands,Nottingham University Hospitals,Type 3 - Minor Injuries,1131,613,518,54.2,180,296,0
2024-02,2024-02-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,13649,7427,6222,54.4,3002,288,535
2024-02,2024-02-01,Midlands,University Hospitals of Leicester,Type 2 - Specialist,2642,1909,733,72.2,634,137,0
2024-02,2024-02-01,Midlands,University Hospitals of Leicester,Type 3 - Minor Injuries,3232,1815,1417,56.1,753,286,0
2024-02,2024-02-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,5878,4499,1379,76.5,1722,164,34
2024-02,2024-02-01,Midlands,Coventry and Warwickshire,Type 2 - Specialist,2856,1977,879,69.2,969,165,0
2024-02,2024-02-01,Midlands,Coventry and Warwickshire,Type 3 - Minor Injuries,4434,2086,2348,47.0,1015,313,0
2024-02,2024-02-01,South East,Oxford University Hospitals,Type 1 - Major A&E,8560,5604,2956,65.5,1294,217,229
2024-02,2024-02-01,South East,Oxford University Hospitals,Type 2 - Specialist,2118,1242,876,58.6,590,260,0
2024-02,2024-02-01,South East,Oxford University Hospitals,Type 3 - Minor Injuries,4674,3019,1655,64.6,1138,193,0
2024-02,2024-02-01,South East,Brighton and Sussex,Type 1 - Major A&E,5822,4240,1582,72.8,1470,148,100
2024-02,2024-02-01,South East,Brighton and Sussex,Type 2 - Specialist,4291,2920,1371,68.0,1355,164,0
2024-02,2024-02-01,South East,Brighton and Sussex,Type 3 - Minor Injuries,2305,1528,777,66.3,527,182,0
2024-02,2024-02-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,12176,7990,4186,65.6,3573,223,79
2024-02,2024-02-01,South East,Royal Surrey NHS Foundation Trust,Type 2 - Specialist,1648,1216,432,73.8,472,128,0
2024-02,2024-02-01,South East,Royal Surrey NHS Foundation Trust,Type 3 - Minor Injuries,2824,1601,1223,56.7,454,269,0
2024-02,2024-02-01,South East,East Kent Hospitals,Type 1 - Major A&E,13555,9045,4510,66.7,4529,180,396
2024-02,2024-02-01,South East,East Kent Hospitals,Type 2 - Specialist,4517,3131,1386,69.3,1123,189,0
2024-02,2024-02-01,South East,East Kent Hospitals,Type 3 - Minor Injuries,4020,2961,1059,73.7,789,160,0
2024-02,2024-02-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,11025,6420,4605,58.2,3022,279,508
2024-02,2024-02-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 2 - Specialist,675,452,223,66.9,169,176,0
2024-02,2024-02-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 3 - Minor Injuries,3040,2235,805,73.5,736,144,0
2024-02,2024-02-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,18333,12652,5681,69.0,5658,204,440
2024-02,2024-02-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 2 - Specialist,2731,1346,1385,49.3,865,323,0
2024-02,2024-02-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 3 - Minor Injuries,926,726,200,78.4,288,104,0
2024-02,2024-02-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,11805,8383,3422,71.0,2133,182,219
2024-02,2024-02-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 2 - Specialist,1466,1032,434,70.4,439,202,0
2024-02,2024-02-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 3 - Minor Injuries,1625,1026,599,63.1,348,203,0
2024-02,2024-02-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,6256,4085,2171,65.3,1194,220,211
2024-02,2024-02-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 2 - Specialist,5389,3974,1415,73.7,920,182,0
2024-02,2024-02-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 3 - Minor Injuries,922,558,364,60.4,268,232,0
2024-02,2024-02-01,South West,University Hospitals Bristol,Type 1 - Major A&E,15271,9145,6126,59.9,2787,263,806
2024-02,2024-02-01,South West,University Hospitals Bristol,Type 2 - Specialist,4825,2535,2290,52.5,815,283,0
2024-02,2024-02-01,South West,University Hospitals Bristol,Type 3 - Minor Injuries,842,460,382,54.5,178,295,0
2024-02,2024-02-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,7135,3876,3259,54.3,1767,252,472
2024-02,2024-02-01,South West,Royal Devon University Healthcare,Type 2 - Specialist,3087,2045,1042,66.2,883,229,0
2024-02,2024-02-01,South West,Royal Devon University Healthcare,Type 3 - Minor Injuries,4180,2779,1401,66.5,966,224,0
2024-02,2024-02-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,4589,2609,1980,56.8,875,261,151
2024-02,2024-02-01,South West,Plymouth Hospitals NHS Trust,Type 2 - Specialist,2433,1388,1045,57.0,397,252,0
2024-02,2024-02-01,South West,Plymouth Hospitals NHS Trust,Type 3 - Minor Injuries,3927,3064,863,78.0,1273,141,0
2024-02,2024-02-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,12319,6228,6091,50.5,2611,268,828
2024-02,2024-02-01,East of England,Cambridge University Hospitals,Type 2 - Specialist,5319,2749,2570,51.7,884,271,0
2024-02,2024-02-01,East of England,Cambridge University Hospitals,Type 3 - Minor Injuries,4551,3422,1129,75.2,1545,118,0
2024-02,2024-02-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,13561,9909,3652,73.1,3176,169,376
2024-02,2024-02-01,East of England,Norfolk and Norwich,Type 2 - Specialist,1985,1120,865,56.4,451,267,0
2024-02,2024-02-01,East of England,Norfolk and Norwich,Type 3 - Minor Injuries,2855,1870,985,65.5,719,234,0
2024-02,2024-02-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,3969,2451,1518,61.7,808,242,3
2024-02,2024-02-01,East of England,Addenbrookes Hospital Trust,Type 2 - Specialist,3926,2501,1425,63.7,928,202,0
2024-02,2024-02-01,East of England,Addenbrookes Hospital Trust,Type 3 - Minor Injuries,4699,3183,1516,67.7,1403,205,0
2024-03,2024-03-01,London,Barts Health NHS Trust,Type 1 - Major A&E,15661,11005,4656,70.3,4103,173,677
2024-03,2024-03-01,London,Barts Health NHS Trust,Type 2 - Specialist,1760,1113,647,63.2,556,209,0
2024-03,2024-03-01,London,Barts Health NHS Trust,Type 3 - Minor Injuries,2417,1317,1100,54.5,814,270,0
2024-03,2024-03-01,London,Imperial College Healthcare,Type 1 - Major A&E,9727,6581,3146,67.7,3361,212,456
2024-03,2024-03-01,London,Imperial College Healthcare,Type 2 - Specialist,3384,2010,1374,59.4,894,248,0
2024-03,2024-03-01,London,Imperial College Healthcare,Type 3 - Minor Injuries,738,408,330,55.2,117,283,0
2024-03,2024-03-01,London,Kings College Hospital,Type 1 - Major A&E,7546,5407,2139,71.6,2068,150,52
2024-03,2024-03-01,London,Kings College Hospital,Type 2 - Specialist,2377,1658,719,69.7,435,153,0
2024-03,2024-03-01,London,Kings College Hospital,Type 3 - Minor Injuries,2182,1674,508,76.7,464,144,0
2024-03,2024-03-01,London,Guy's and St Thomas',Type 1 - Major A&E,5603,3252,2351,58.0,1117,263,157
2024-03,2024-03-01,London,Guy's and St Thomas',Type 2 - Specialist,4354,3007,1347,69.0,971,198,0
2024-03,2024-03-01,London,Guy's and St Thomas',Type 3 - Minor Injuries,1044,637,407,60.9,352,244,0
2024-03,2024-03-01,London,University College London Hospitals,Type 1 - Major A&E,6230,4920,1310,79.0,1824,107,192
2024-03,2024-03-01,London,University College London Hospitals,Type 2 - Specialist,2749,1875,874,68.2,455,164,0
2024-03,2024-03-01,London,University College London Hospitals,Type 3 - Minor Injuries,588,408,180,69.3,114,155,0
2024-03,2024-03-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,7581,5024,2557,66.3,2031,222,113
2024-03,2024-03-01,North West,Manchester University NHS Foundation Trust,Type 2 - Specialist,3203,2337,866,72.9,506,140,0
2024-03,2024-03-01,North West,Manchester University NHS Foundation Trust,Type 3 - Minor Injuries,3416,2274,1142,66.5,1100,189,0
2024-03,2024-03-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,13216,8724,4492,66.0,4125,190,199
2024-03,2024-03-01,North West,Liverpool University Hospitals,Type 2 - Specialist,2296,1681,615,73.2,747,181,0
2024-03,2024-03-01,North West,Liverpool University Hospitals,Type 3 - Minor Injuries,3828,2483,1345,64.8,1072,189,0
2024-03,2024-03-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,7219,4719,2500,65.4,1859,182,333
2024-03,2024-03-01,North West,Lancashire Teaching Hospitals,Type 2 - Specialist,581,358,223,61.6,147,233,0
2024-03,2024-03-01,North West,Lancashire Teaching Hospitals,Type 3 - Minor Injuries,1807,1451,356,80.3,305,94,0
2024-03,2024-03-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,5232,4066,1166,77.7,1164,106,123
2024-03,2024-03-01,North West,Bolton NHS Foundation Trust,Type 2 - Specialist,1611,1278,333,79.3,302,99,0
2024-03,2024-03-01,North West,Bolton NHS Foundation Trust,Type 3 - Minor Injuries,1249,978,271,78.3,339,146,0
2024-03,2024-03-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,7230,5018,2212,69.4,2310,199,7
2024-03,2024-03-01,Midlands,University Hospitals Birmingham,Type 2 - Specialist,2991,2022,969,67.6,800,221,0
2024-03,2024-03-01,Midlands,University Hospitals Birmingham,Type 3 - Minor Injuries,3976,2664,1312,67.0,663,186,0
2024-03,2024-03-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,12966,10885,2081,83.9,2300,106,50
2024-03,2024-03-01,Midlands,Nottingham University Hospitals,Type 2 - Specialist,2725,1635,1090,60.0,454,242,0
2024-03,2024-03-01,Midlands,Nottingham University Hospitals,Type 3 - Minor Injuries,2183,1620,563,74.2,425,172,0
2024-03,2024-03-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,14055,8857,5198,63.0,3687,201,749
2024-03,2024-03-01,Midlands,University Hospitals of Leicester,Type 2 - Specialist,2273,1830,443,80.5,592,119,0
2024-03,2024-03-01,Midlands,University Hospitals of Leicester,Type 3 - Minor Injuries,3341,2398,943,71.8,596,167,0
2024-03,2024-03-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,15243,12700,2543,83.3,4246,79,345
2024-03,2024-03-01,Midlands,Coventry and Warwickshire,Type 2 - Specialist,3887,2807,1080,72.2,991,172,0
2024-03,2024-03-01,Midlands,Coventry and Warwickshire,Type 3 - Minor Injuries,599,504,95,84.1,124,82,0
2024-03,2024-03-01,South East,Oxford University Hospitals,Type 1 - Major A&E,10789,7906,2883,73.3,2697,158,15
2024-03,2024-03-01,South East,Oxford University Hospitals,Type 2 - Specialist,2865,2138,727,74.6,473,181,0
2024-03,2024-03-01,South East,Oxford University Hospitals,Type 3 - Minor Injuries,3799,3266,533,85.9,1199,73,0
2024-03,2024-03-01,South East,Brighton and Sussex,Type 1 - Major A&E,15169,11560,3609,76.2,3036,141,157
2024-03,2024-03-01,South East,Brighton and Sussex,Type 2 - Specialist,3962,2566,1396,64.7,770,232,0
2024-03,2024-03-01,South East,Brighton and Sussex,Type 3 - Minor Injuries,3899,3211,688,82.3,836,85,0
2024-03,2024-03-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,13157,10641,2516,80.9,2134,122,91
2024-03,2024-03-01,South East,Royal Surrey NHS Foundation Trust,Type 2 - Specialist,1713,1257,456,73.3,357,149,0
2024-03,2024-03-01,South East,Royal Surrey NHS Foundation Trust,Type 3 - Minor Injuries,3486,2775,711,79.6,829,123,0
2024-03,2024-03-01,South East,East Kent Hospitals,Type 1 - Major A&E,15348,9965,5383,64.9,2394,217,769
2024-03,2024-03-01,South East,East Kent Hospitals,Type 2 - Specialist,562,490,72,87.0,172,54,0
2024-03,2024-03-01,South East,East Kent Hospitals,Type 3 - Minor Injuries,972,755,217,77.6,203,129,0
2024-03,2024-03-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,13180,10420,2760,79.1,4344,104,71
2024-03,2024-03-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 2 - Specialist,2731,2163,568,79.2,643,126,0
2024-03,2024-03-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 3 - Minor Injuries,735,526,209,71.5,229,191,0
2024-03,2024-03-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,14073,9692,4381,68.9,2665,161,303
2024-03,2024-03-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 2 - Specialist,4019,3307,712,82.3,760,125,0
2024-03,2024-03-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 3 - Minor Injuries,1272,859,413,67.5,204,199,0
2024-03,2024-03-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,6284,3848,2436,61.2,1299,253,35
2024-03,2024-03-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 2 - Specialist,1107,679,428,61.3,287,213,0
2024-03,2024-03-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 3 - Minor Injuries,2797,1969,828,70.4,910,178,0
2024-03,2024-03-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,3743,2454,1289,65.6,573,230,134
2024-03,2024-03-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 2 - Specialist,1845,1513,332,82.0,364,132,0
2024-03,2024-03-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 3 - Minor Injuries,3957,2678,1279,67.7,728,200,0
2024-03,2024-03-01,South West,University Hospitals Bristol,Type 1 - Major A&E,3969,3208,761,80.8,667,116,92
2024-03,2024-03-01,South West,University Hospitals Bristol,Type 2 - Specialist,3282,2700,582,82.3,927,130,0
2024-03,2024-03-01,South West,University Hospitals Bristol,Type 3 - Minor Injuries,2427,2051,376,84.5,402,75,0
2024-03,2024-03-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,10906,7105,3801,65.1,2957,197,398
2024-03,2024-03-01,South West,Royal Devon University Healthcare,Type 2 - Specialist,2860,2342,518,81.9,769,91,0
2024-03,2024-03-01,South West,Royal Devon University Healthcare,Type 3 - Minor Injuries,2936,2264,672,77.1,453,114,0
2024-03,2024-03-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,9656,7907,1749,81.9,2199,105,171
2024-03,2024-03-01,South West,Plymouth Hospitals NHS Trust,Type 2 - Specialist,3088,1906,1182,61.7,803,250,0
2024-03,2024-03-01,South West,Plymouth Hospitals NHS Trust,Type 3 - Minor Injuries,1469,1115,354,75.9,374,155,0
2024-03,2024-03-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,10396,7298,3098,70.2,3110,192,332
2024-03,2024-03-01,East of England,Cambridge University Hospitals,Type 2 - Specialist,1374,930,444,67.6,424,183,0
2024-03,2024-03-01,East of England,Cambridge University Hospitals,Type 3 - Minor Injuries,2268,1603,665,70.7,787,153,0
2024-03,2024-03-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,3308,2155,1153,65.1,628,230,105
2024-03,2024-03-01,East of England,Norfolk and Norwich,Type 2 - Specialist,4065,3143,922,77.3,908,118,0
2024-03,2024-03-01,East of England,Norfolk and Norwich,Type 3 - Minor Injuries,1320,1051,269,79.6,275,134,0
2024-03,2024-03-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,11721,6664,5057,56.9,3127,234,712
2024-03,2024-03-01,East of England,Addenbrookes Hospital Trust,Type 2 - Specialist,4256,3193,1063,75.0,1062,162,0
2024-03,2024-03-01,East of England,Addenbrookes Hospital Trust,Type 3 - Minor Injuries,2105,1223,882,58.1,578,225,0
2024-04,2024-04-01,London,Barts Health NHS Trust,Type 1 - Major A&E,13028,10661,2367,81.8,3685,111,279
2024-04,2024-04-01,London,Barts Health NHS Trust,Type 2 - Specialist,4013,2313,1700,57.6,1178,279,0
2024-04,2024-04-01,London,Barts Health NHS Trust,Type 3 - Minor Injuries,1190,846,344,71.0,237,167,0
2024-04,2024-04-01,London,Imperial College Healthcare,Type 1 - Major A&E,8615,6257,2358,72.6,1661,183,157
2024-04,2024-04-01,London,Imperial College Healthcare,Type 2 - Specialist,3287,2186,1101,66.5,817,179,0
2024-04,2024-04-01,London,Imperial College Healthcare,Type 3 - Minor Injuries,845,576,269,68.1,204,173,0
2024-04,2024-04-01,London,Kings College Hospital,Type 1 - Major A&E,13437,8493,4944,63.2,3730,195,551
2024-04,2024-04-01,London,Kings College Hospital,Type 2 - Specialist,3438,2136,1302,62.1,1180,198,0
2024-04,2024-04-01,London,Kings College Hospital,Type 3 - Minor Injuries,3312,2278,1034,68.8,631,157,0
2024-04,2024-04-01,London,Guy's and St Thomas',Type 1 - Major A&E,5158,3616,1542,70.1,1614,201,27
2024-04,2024-04-01,London,Guy's and St Thomas',Type 2 - Specialist,784,492,292,62.8,236,198,0
2024-04,2024-04-01,London,Guy's and St Thomas',Type 3 - Minor Injuries,3013,1994,1019,66.2,827,173,0
2024-04,2024-04-01,London,University College London Hospitals,Type 1 - Major A&E,11112,6988,4124,62.9,3590,212,306
2024-04,2024-04-01,London,University College London Hospitals,Type 2 - Specialist,3013,2390,623,79.3,836,117,0
2024-04,2024-04-01,London,University College London Hospitals,Type 3 - Minor Injuries,1365,1091,274,79.9,392,140,0
2024-04,2024-04-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,5038,2882,2156,57.2,1645,237,152
2024-04,2024-04-01,North West,Manchester University NHS Foundation Trust,Type 2 - Specialist,4301,2930,1371,68.1,1122,204,0
2024-04,2024-04-01,North West,Manchester University NHS Foundation Trust,Type 3 - Minor Injuries,2716,2062,654,75.9,598,141,0
2024-04,2024-04-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,14390,10324,4066,71.7,3226,193,307
2024-04,2024-04-01,North West,Liverpool University Hospitals,Type 2 - Specialist,918,767,151,83.5,307,109,0
2024-04,2024-04-01,North West,Liverpool University Hospitals,Type 3 - Minor Injuries,1068,889,179,83.2,332,101,0
2024-04,2024-04-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,10494,8875,1619,84.6,3030,79,116
2024-04,2024-04-01,North West,Lancashire Teaching Hospitals,Type 2 - Specialist,1435,837,598,58.3,362,241,0
2024-04,2024-04-01,North West,Lancashire Teaching Hospitals,Type 3 - Minor Injuries,2104,1728,376,82.1,543,116,0
2024-04,2024-04-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,7792,6056,1736,77.7,1778,148,101
2024-04,2024-04-01,North West,Bolton NHS Foundation Trust,Type 2 - Specialist,3679,2396,1283,65.1,651,237,0
2024-04,2024-04-01,North West,Bolton NHS Foundation Trust,Type 3 - Minor Injuries,4025,3350,675,83.2,1395,75,0
