period,date,region,trust_name,ae_type,total_attendances,within_4hrs,breaches_over_4hrs,pct_within_4hrs,emergency_admissions,avg_wait_minutes,over_12hr_waits,year,month_name,quarter
2022-11,2022-11-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,6372,5995,377,94.1,1486,30,17,2022,November,4
2022-11,2022-11-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,3576,2361,1215,66.0,888,186,46,2022,November,4
2022-11,2022-11-01,South West,University Hospitals Bristol,Type 1 - Major A&E,15073,13094,1979,86.9,4316,54,59,2022,November,4
2022-11,2022-11-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,7764,5822,1942,75.0,2375,179,258,2022,November,4
2022-11,2022-11-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,10381,8933,1448,86.1,2836,64,89,2022,November,4
2022-11,2022-11-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,9431,7501,1930,79.5,2299,129,210,2022,November,4
2022-11,2022-11-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,11929,9212,2717,77.2,2889,157,292,2022,November,4
2022-11,2022-11-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,9875,7502,2373,76.0,3162,160,42,2022,November,4
2022-12,2022-12-01,London,Barts Health NHS Trust,Type 1 - Major A&E,16433,10972,5461,66.8,4673,218,158,2022,December,4
2022-12,2022-12-01,London,Imperial College Healthcare,Type 1 - Major A&E,10558,5864,4694,55.5,2255,241,359,2022,December,4
2022-12,2022-12-01,London,Kings College Hospital,Type 1 - Major A&E,17428,11725,5703,67.3,2906,201,260,2022,December,4
2022-12,2022-12-01,London,Guy's and St Thomas',Type 1 - Major A&E,16587,9758,6829,58.8,4426,265,850,2022,December,4
2022-12,2022-12-01,London,University College London Hospitals,Type 1 - Major A&E,6991,3381,3610,48.4,1995,280,444,2022,December,4
2022-12,2022-12-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,15136,11749,3387,77.6,5226,112,463,2022,December,4
2022-12,2022-12-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,8823,5102,3721,57.8,2054,254,167,2022,December,4
2022-12,2022-12-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,8164,4823,3341,59.1,1456,272,415,2022,December,4
2022-12,2022-12-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,18612,14019,4593,75.3,3375,124,606,2022,December,4
2022-12,2022-12-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,3715,2695,1020,72.5,923,147,8,2022,December,4
2022-12,2022-12-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,13500,9655,3845,71.5,3295,183,29,2022,December,4
2022-12,2022-12-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,8234,5933,2301,72.0,1488,183,194,2022,December,4
2022-12,2022-12-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,7451,4966,2485,66.6,2370,221,278,2022,December,4
2022-12,2022-12-01,South East,Oxford University Hospitals,Type 1 - Major A&E,14548,11861,2687,81.5,3996,85,392,2022,December,4
2022-12,2022-12-01,South East,Brighton and Sussex,Type 1 - Major A&E,5776,3392,2384,58.7,1538,261,187,2022,December,4
2022-12,2022-12-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,14675,11670,3005,79.5,2812,145,196,2022,December,4
2022-12,2022-12-01,South East,East Kent Hospitals,Type 1 - Major A&E,18117,12712,5405,70.2,3610,200,645,2022,December,4
2022-12,2022-12-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,10153,7909,2244,77.9,3313,154,240,2022,December,4
2022-12,2022-12-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,4860,3699,1161,76.1,816,133,71,2022,December,4
2022-12,2022-12-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,12414,7209,5205,58.1,3051,258,644,2022,December,4
2022-12,2022-12-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,10717,7317,3400,68.3,2418,205,437,2022,December,4
2022-12,2022-12-01,South West,University Hospitals Bristol,Type 1 - Major A&E,10776,6883,3893,63.9,2030,221,529,2022,December,4
2022-12,2022-12-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,12108,7376,4732,60.9,3941,233,551,2022,December,4
2022-12,2022-12-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,8738,6872,1866,78.6,1673,128,243,2022,December,4
2022-12,2022-12-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,4906,3116,1790,63.5,843,212,242,2022,December,4
2022-12,2022-12-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,16674,13014,3660,78.0,4893,136,145,2022,December,4
2022-12,2022-12-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,6051,4088,1963,67.5,1508,210,275,2022,December,4
2023-01,2023-01-01,London,Barts Health NHS Trust,Type 1 - Major A&E,5872,2879,2993,49.0,1423,283,96,2023,January,1
2023-01,2023-01-01,London,Imperial College Healthcare,Type 1 - Major A&E,14478,8375,6103,57.8,3491,270,775,2023,January,1
2023-01,2023-01-01,London,Kings College Hospital,Type 1 - Major A&E,12609,6609,6000,52.4,2309,261,58,2023,January,1
2023-01,2023-01-01,London,Guy's and St Thomas',Type 1 - Major A&E,5795,4314,1481,74.4,1293,140,150,2023,January,1
2023-01,2023-01-01,London,University College London Hospitals,Type 1 - Major A&E,11641,8260,3381,70.9,3569,195,113,2023,January,1
2023-01,2023-01-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,7240,5121,2119,70.7,2135,160,48,2023,January,1
2023-01,2023-01-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,6424,3897,2527,60.7,1252,237,179,2023,January,1
2023-01,2023-01-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,12577,9346,3231,74.3,2100,169,112,2023,January,1
2023-01,2023-01-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,14199,9871,4328,69.5,3622,162,611,2023,January,1
2023-01,2023-01-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,17949,10668,7281,59.4,5284,254,539,2023,January,1
2023-01,2023-01-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,7347,5201,2146,70.8,1166,151,286,2023,January,1
2023-01,2023-01-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,5297,3458,1839,65.3,1457,217,123,2023,January,1
2023-01,2023-01-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,13944,10263,3681,73.6,3119,185,401,2023,January,1
2023-01,2023-01-01,South East,Oxford University Hospitals,Type 1 - Major A&E,8903,6174,2729,69.3,2572,171,263,2023,January,1
2023-01,2023-01-01,South East,Brighton and Sussex,Type 1 - Major A&E,6350,4845,1505,76.3,1636,163,148,2023,January,1
2023-01,2023-01-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,12617,7044,5573,55.8,3429,248,388,2023,January,1
2023-01,2023-01-01,South East,East Kent Hospitals,Type 1 - Major A&E,16623,11303,5320,68.0,5715,163,721,2023,January,1
2023-01,2023-01-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,5150,3951,1199,76.7,1567,133,33,2023,January,1
2023-01,2023-01-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,16103,9954,6149,61.8,2713,226,179,2023,January,1
2023-01,2023-01-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,5973,3591,2382,60.1,1720,264,13,2023,January,1
2023-01,2023-01-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,4581,3141,1440,68.6,813,199,109,2023,January,1
2023-01,2023-01-01,South West,University Hospitals Bristol,Type 1 - Major A&E,15318,12202,3116,79.7,5150,101,14,2023,January,1
2023-01,2023-01-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,13541,7072,6469,52.2,4003,277,91,2023,January,1
2023-01,2023-01-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,14777,9236,5541,62.5,2709,212,622,2023,January,1
2023-01,2023-01-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,4385,3083,1302,70.3,737,172,15,2023,January,1
2023-01,2023-01-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,16003,8196,7807,51.2,3814,317,723,2023,January,1
2023-01,2023-01-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,13547,10804,2743,79.8,2061,141,407,2023,January,1
2023-02,2023-02-01,London,Barts Health NHS Trust,Type 1 - Major A&E,17538,8446,9092,48.2,4628,293,1112,2023,February,1
2023-02,2023-02-01,London,Imperial College Healthcare,Type 1 - Major A&E,16648,10128,6520,60.8,5381,215,316,2023,February,1
2023-02,2023-02-01,London,Kings College Hospital,Type 1 - Major A&E,6354,3890,2464,61.2,1156,252,318,2023,February,1
2023-02,2023-02-01,London,Guy's and St Thomas',Type 1 - Major A&E,13243,8937,4306,67.5,3306,202,344,2023,February,1
2023-02,2023-02-01,London,University College London Hospitals,Type 1 - Major A&E,9736,5905,3831,60.6,2869,214,364,2023,February,1
2023-02,2023-02-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,13605,7998,5607,58.8,4052,221,410,2023,February,1
2023-02,2023-02-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,4672,2489,2183,53.3,957,272,96,2023,February,1
2023-02,2023-02-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,14197,7758,6439,54.6,3247,268,588,2023,February,1
2023-02,2023-02-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,4438,2698,1740,60.8,1086,225,90,2023,February,1
2023-02,2023-02-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,17652,10309,7343,58.4,4809,273,276,2023,February,1
2023-02,2023-02-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,12590,7762,4828,61.6,3945,249,190,2023,February,1
2023-02,2023-02-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,18308,12478,5830,68.2,2787,201,729,2023,February,1
2023-02,2023-02-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,13452,9533,3919,70.9,2175,170,555,2023,February,1
2023-02,2023-02-01,South East,Oxford University Hospitals,Type 1 - Major A&E,10585,6295,4290,59.5,1646,247,168,2023,February,1
2023-02,2023-02-01,South East,Brighton and Sussex,Type 1 - Major A&E,14514,10910,3604,75.2,4939,121,236,2023,February,1
2023-02,2023-02-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,4538,2388,2150,52.6,696,296,119,2023,February,1
2023-02,2023-02-01,South East,East Kent Hospitals,Type 1 - Major A&E,16056,9952,6104,62.0,4681,215,182,2023,February,1
2023-02,2023-02-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,5992,4299,1693,71.7,1842,190,32,2023,February,1
2023-02,2023-02-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,12004,7881,4123,65.6,2087,179,61,2023,February,1
2023-02,2023-02-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,14864,8338,6526,56.1,3981,291,7,2023,February,1
2023-02,2023-02-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,17202,11299,5903,65.7,4758,198,736,2023,February,1
2023-02,2023-02-01,South West,University Hospitals Bristol,Type 1 - Major A&E,13400,10872,2528,81.1,2647,110,121,2023,February,1
2023-02,2023-02-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,10136,5889,4247,58.1,3523,248,200,2023,February,1
2023-02,2023-02-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,15532,11851,3681,76.3,4811,154,301,2023,February,1
2023-02,2023-02-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,12550,9853,2697,78.5,3144,120,17,2023,February,1
2023-02,2023-02-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,9467,5262,4205,55.6,2852,275,159,2023,February,1
2023-02,2023-02-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,14512,10406,4106,71.7,4527,185,284,2023,February,1
2023-03,2023-03-01,London,Barts Health NHS Trust,Type 1 - Major A&E,7832,5828,2004,74.4,2504,179,101,2023,March,1
2023-03,2023-03-01,London,Imperial College Healthcare,Type 1 - Major A&E,7422,4940,2482,66.6,1338,226,352,2023,March,1
2023-03,2023-03-01,London,Kings College Hospital,Type 1 - Major A&E,15487,11269,4218,72.8,3364,181,513,2023,March,1
2023-03,2023-03-01,London,Guy's and St Thomas',Type 1 - Major A&E,6032,3750,2282,62.2,945,217,286,2023,March,1
2023-03,2023-03-01,London,University College London Hospitals,Type 1 - Major A&E,4334,2309,2025,53.3,750,262,139,2023,March,1
2023-03,2023-03-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,8010,6143,1867,76.7,2516,164,247,2023,March,1
2023-03,2023-03-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,6224,5100,1124,81.9,2176,130,137,2023,March,1
2023-03,2023-03-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,9976,8592,1384,86.1,2288,86,45,2023,March,1
2023-03,2023-03-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,14541,10385,4156,71.4,2994,156,178,2023,March,1
2023-03,2023-03-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,4727,3908,819,82.7,1651,95,31,2023,March,1
2023-03,2023-03-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,15276,12875,2401,84.3,4039,81,350,2023,March,1
2023-03,2023-03-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,4450,3481,969,78.2,954,118,85,2023,March,1
2023-03,2023-03-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,5977,4296,1681,71.9,1865,184,229,2023,March,1
2023-03,2023-03-01,South East,Oxford University Hospitals,Type 1 - Major A&E,5452,3347,2105,61.4,1059,208,274,2023,March,1
2023-03,2023-03-01,South East,Brighton and Sussex,Type 1 - Major A&E,15122,11194,3928,74.0,4742,141,394,2023,March,1
2023-03,2023-03-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,9793,8227,1566,84.0,2890,93,168,2023,March,1
2023-03,2023-03-01,South East,East Kent Hospitals,Type 1 - Major A&E,5164,4517,647,87.5,1225,67,18,2023,March,1
2023-03,2023-03-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,9657,7876,1781,81.6,1952,119,3,2023,March,1
2023-03,2023-03-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,3703,3040,663,82.1,644,116,56,2023,March,1
2023-03,2023-03-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,13000,11262,1738,86.6,2812,89,8,2023,March,1
2023-03,2023-03-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,5672,3719,1953,65.6,1486,209,175,2023,March,1
2023-03,2023-03-01,South West,University Hospitals Bristol,Type 1 - Major A&E,6246,4641,1605,74.3,1881,135,175,2023,March,1
2023-03,2023-03-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,13475,11720,1755,87.0,2643,72,46,2023,March,1
2023-03,2023-03-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,3425,2361,1064,68.9,798,186,142,2023,March,1
2023-03,2023-03-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,15899,9176,6723,57.7,5069,225,853,2023,March,1
2023-03,2023-03-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,10455,7369,3086,70.5,1766,148,404,2023,March,1
2023-03,2023-03-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,4476,3343,1133,74.7,828,127,3,2023,March,1
2023-04,2023-04-01,London,Barts Health NHS Trust,Type 1 - Major A&E,11893,9106,2787,76.6,1986,149,387,2023,April,2
2023-04,2023-04-01,London,Imperial College Healthcare,Type 1 - Major A&E,7078,5997,1081,84.7,1527,78,109,2023,April,2
2023-04,2023-04-01,London,Kings College Hospital,Type 1 - Major A&E,11014,6085,4929,55.2,3384,267,411,2023,April,2
2023-04,2023-04-01,London,Guy's and St Thomas',Type 1 - Major A&E,9276,6161,3115,66.4,2795,179,238,2023,April,2
2023-04,2023-04-01,London,University College London Hospitals,Type 1 - Major A&E,3422,2667,755,77.9,560,123,16,2023,April,2
2023-04,2023-04-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,15019,10525,4494,70.1,3953,158,170,2023,April,2
2023-04,2023-04-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,4056,2956,1100,72.9,1255,182,113,2023,April,2
2023-04,2023-04-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,5030,4271,759,84.9,1105,65,93,2023,April,2
2023-04,2023-04-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,14855,12013,2842,80.9,2334,128,43,2023,April,2
2023-04,2023-04-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,12391,8741,3650,70.5,3527,172,117,2023,April,2
2023-04,2023-04-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,14099,10513,3586,74.6,3144,177,186,2023,April,2
2023-04,2023-04-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,14815,12958,1857,87.5,4116,99,142,2023,April,2
2023-04,2023-04-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,11355,8937,2418,78.7,3435,136,316,2023,April,2
2023-04,2023-04-01,South East,Oxford University Hospitals,Type 1 - Major A&E,13904,11096,2808,79.8,3005,105,30,2023,April,2
2023-04,2023-04-01,South East,Brighton and Sussex,Type 1 - Major A&E,9623,5597,4026,58.2,2608,266,542,2023,April,2
2023-04,2023-04-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,5475,4570,905,83.5,1054,89,72,2023,April,2
2023-04,2023-04-01,South East,East Kent Hospitals,Type 1 - Major A&E,14957,8905,6052,59.5,4610,260,108,2023,April,2
2023-04,2023-04-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,9468,7777,1691,82.1,3286,120,194,2023,April,2
2023-04,2023-04-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,12147,9375,2772,77.2,2321,132,245,2023,April,2
2023-04,2023-04-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,13353,9160,4193,68.6,3069,167,5,2023,April,2
2023-04,2023-04-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,9489,8677,812,91.4,3238,30,83,2023,April,2
2023-04,2023-04-01,South West,University Hospitals Bristol,Type 1 - Major A&E,5068,3952,1116,78.0,956,156,152,2023,April,2
2023-04,2023-04-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,5786,3650,2136,63.1,1039,223,113,2023,April,2
2023-04,2023-04-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,8542,5457,3085,63.9,1437,200,226,2023,April,2
2023-04,2023-04-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,6031,4776,1255,79.2,909,107,43,2023,April,2
2023-04,2023-04-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,16066,11487,4579,71.5,2868,191,0,2023,April,2
2023-04,2023-04-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,11306,9690,1616,85.7,2122,75,214,2023,April,2
2023-05,2023-05-01,London,Barts Health NHS Trust,Type 1 - Major A&E,6416,4793,1623,74.7,1854,170,112,2023,May,2
2023-05,2023-05-01,London,Imperial College Healthcare,Type 1 - Major A&E,13943,11923,2020,85.5,2916,61,180,2023,May,2
2023-05,2023-05-01,London,Kings College Hospital,Type 1 - Major A&E,6483,3840,2643,59.2,2048,235,152,2023,May,2
2023-05,2023-05-01,London,Guy's and St Thomas',Type 1 - Major A&E,3816,2402,1414,62.9,1072,244,174,2023,May,2
2023-05,2023-05-01,London,University College London Hospitals,Type 1 - Major A&E,11027,8744,2283,79.3,2792,132,338,2023,May,2
2023-05,2023-05-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,6811,4236,2575,62.2,1279,199,368,2023,May,2
2023-05,2023-05-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,6711,4325,2386,64.4,1142,211,109,2023,May,2
2023-05,2023-05-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,14708,10859,3849,73.8,4513,140,449,2023,May,2
2023-05,2023-05-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,9087,6579,2508,72.4,1654,182,344,2023,May,2
2023-05,2023-05-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,15015,11689,3326,77.8,3078,139,218,2023,May,2
2023-05,2023-05-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,8684,5527,3157,63.6,1756,212,334,2023,May,2
2023-05,2023-05-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,6387,4786,1601,74.9,1058,138,117,2023,May,2
2023-05,2023-05-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,12390,7533,4857,60.8,2455,225,120,2023,May,2
2023-05,2023-05-01,South East,Oxford University Hospitals,Type 1 - Major A&E,11848,7902,3946,66.7,3480,207,395,2023,May,2
2023-05,2023-05-01,South East,Brighton and Sussex,Type 1 - Major A&E,9568,7366,2202,77.0,3125,160,81,2023,May,2
2023-05,2023-05-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,15353,13550,1803,88.3,4438,75,166,2023,May,2
2023-05,2023-05-01,South East,East Kent Hospitals,Type 1 - Major A&E,3224,2046,1178,63.4,745,235,29,2023,May,2
2023-05,2023-05-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,11814,7316,4498,61.9,3507,223,559,2023,May,2
2023-05,2023-05-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,5330,4084,1246,76.6,998,126,101,2023,May,2
2023-05,2023-05-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,10188,8065,2123,79.2,2268,130,197,2023,May,2
2023-05,2023-05-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,9193,6178,3015,67.2,1743,207,418,2023,May,2
2023-05,2023-05-01,South West,University Hospitals Bristol,Type 1 - Major A&E,3882,3100,782,79.8,708,143,112,2023,May,2
2023-05,2023-05-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,14980,10419,4561,69.6,4034,191,418,2023,May,2
2023-05,2023-05-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,10171,9059,1112,89.1,2172,56,3,2023,May,2
2023-05,2023-05-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,13623,9880,3743,72.5,4473,137,84,2023,May,2
2023-05,2023-05-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,12271,9104,3167,74.2,2128,140,103,2023,May,2
2023-05,2023-05-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,4223,3689,534,87.3,1100,64,53,2023,May,2
2023-06,2023-06-01,London,Barts Health NHS Trust,Type 1 - Major A&E,7890,4680,3210,59.3,1832,241,471,2023,June,2
2023-06,2023-06-01,London,Imperial College Healthcare,Type 1 - Major A&E,10638,8851,1787,83.2,2833,77,238,2023,June,2
2023-06,2023-06-01,London,Kings College Hospital,Type 1 - Major A&E,6768,4867,1901,71.9,1595,189,114,2023,June,2
2023-06,2023-06-01,London,Guy's and St Thomas',Type 1 - Major A&E,7212,5361,1851,74.3,2099,135,5,2023,June,2
2023-06,2023-06-01,London,University College London Hospitals,Type 1 - Major A&E,9793,5431,4362,55.5,2890,259,224,2023,June,2
2023-06,2023-06-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,5123,4568,555,89.2,1099,79,59,2023,June,2
2023-06,2023-06-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,10617,6456,4161,60.8,1644,214,339,2023,June,2
2023-06,2023-06-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,6168,3923,2245,63.6,2006,190,325,2023,June,2
2023-06,2023-06-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,5931,4706,1225,79.3,1775,131,124,2023,June,2
2023-06,2023-06-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,10512,7879,2633,74.9,2910,152,216,2023,June,2
2023-06,2023-06-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,5768,3663,2105,63.5,1678,247,10,2023,June,2
2023-06,2023-06-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,2969,2036,933,68.6,969,215,76,2023,June,2
2023-06,2023-06-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,4935,3699,1236,74.9,1426,168,50,2023,June,2
2023-06,2023-06-01,South East,Oxford University Hospitals,Type 1 - Major A&E,10220,7069,3151,69.2,2989,196,394,2023,June,2
2023-06,2023-06-01,South East,Brighton and Sussex,Type 1 - Major A&E,10131,8505,1626,83.9,2846,107,168,2023,June,2
2023-06,2023-06-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,11078,9262,1816,83.6,3739,112,220,2023,June,2
2023-06,2023-06-01,South East,East Kent Hospitals,Type 1 - Major A&E,11412,6533,4879,57.2,2512,235,74,2023,June,2
2023-06,2023-06-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,11112,7052,4060,63.5,2915,243,264,2023,June,2
2023-06,2023-06-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,4776,4034,742,84.5,780,111,104,2023,June,2
2023-06,2023-06-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,5652,4038,1614,71.4,960,141,121,2023,June,2
2023-06,2023-06-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,13437,11961,1476,89.0,3886,55,217,2023,June,2
2023-06,2023-06-01,South West,University Hospitals Bristol,Type 1 - Major A&E,5339,4462,877,83.6,1053,96,50,2023,June,2
2023-06,2023-06-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,10200,8170,2030,80.1,2220,135,264,2023,June,2
2023-06,2023-06-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,3630,2322,1308,64.0,1240,215,84,2023,June,2
2023-06,2023-06-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,13841,10517,3324,76.0,4296,121,438,2023,June,2
2023-06,2023-06-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,6435,4515,1920,70.2,1799,186,154,2023,June,2
2023-06,2023-06-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,14048,8537,5511,60.8,3454,249,605,2023,June,2
2023-07,2023-07-01,London,Barts Health NHS Trust,Type 1 - Major A&E,8623,5949,2674,69.0,1609,184,298,2023,July,3
2023-07,2023-07-01,London,Imperial College Healthcare,Type 1 - Major A&E,5905,3542,2363,60.0,1673,211,92,2023,July,3
2023-07,2023-07-01,London,Kings College Hospital,Type 1 - Major A&E,7686,5840,1846,76.0,1156,161,131,2023,July,3
2023-07,2023-07-01,London,Guy's and St Thomas',Type 1 - Major A&E,11050,8300,2750,75.1,2643,177,359,2023,July,3
2023-07,2023-07-01,London,University College London Hospitals,Type 1 - Major A&E,5336,2792,2544,52.3,1854,270,232,2023,July,3
2023-07,2023-07-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,6914,5902,1012,85.4,1144,115,106,2023,July,3
2023-07,2023-07-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,6450,5429,1021,84.2,1639,86,30,2023,July,3
2023-07,2023-07-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,9759,7795,1964,79.9,1831,121,1,2023,July,3
